OBJECTID,FID_,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_,wgs84,wgs84_X,wgs84_Y,RASTERVALU
41,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18bd,963,Whittier Narrows Water Reclamation Plant,North America,USA,34.032992,-118.068758,1962,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,no data,no data,"Crook, J., J. A. MacDonald, and R. R. Trussell. 1999. Potable Use of Reclaimed Water. American Water Works Association Journal 91 (8): 40–49.",-118.068758 34.032992,0,0,60.72733307
42,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18be,208,Delhi Gymkhana Club,Asia,India,28.597954,77.204894,-9999,-9999,Rainwater and Run-off Harvesting,Rooftop Rainwater Harvesting,<a href='https://inowas.com/mar-methods/rooftop-rainwater-harvesting/' target='_blank'>Rooftop rainwater harvesting</a>,Storm water,Domestic,Maximize Natural Storage,<a href='http://www.rainwaterharvesting.org/urban/delhi-gymkhana.htm' target='_blank'>Centre for Science and Environment - CSE. 2014. Delhi Gymkhana Club. Urban Rainwaterharvesting. http://www.rainwaterharvesting.org/urban/delhi-gymkhana.htm (accessed Se,77.204894 28.597954,28.597954,77.204894,261.2086792
43,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18bf,114,Dagu River,Asia,China,37.045044,120.448002,1995,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Physical Aquifer Management,"Wang, J.-Y., S.-P. Zhou, and C.-Q. Zhang. 1999. Benefit analysis of groundwater recharge project in Lai Xi city (in Chinese: 莱西市地下水回灌补源工程 运行效益浅析). Shandong Hydropower 2/3: 27–28.",120.448002 37.045044,0,0,200.5200043
44,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c0,1332,Poverty Bay MAR Pilot Project,Oceania,New Zealand,-38.61037,177.9196,2017,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Agricultural,Maximize Natural Storage,<a href='http://www.gdc.govt.nz/assets/Files/Major-projects/Manager-Aquifer-Recharge/1415771_7403-025-R-Rev1-Gisborne-MAR-Results-2017-Injection-Trial.pdf' target='_blank'>http://www.gdc.govt.nz/assets/Files/Major-projects/Manager-Aquifer-Recharge/141577,177.9196 -38.61037,0,0,
45,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c1,130,Xiong,Asia,China,116.480361,39.005012,1980,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Maximize Natural Storage,"Wang, S.-L., and F.-X. Li. 1998. Analysis and Calculation of Diversion Volume for Groundwater Recharge at Xiongxian (in Chinese: 雄縣市區可引用的回灌水量分析). Guangai Paishui 17 (1): 33–36.",39.005012 116.480361,116.480361,39.005012,
46,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c2,767,Fazenda Várzea Queimada,South America,Brasil,-10.47258,-40.08251,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://revistas.aba-agroecologia.org.br/index.php/rbagroecologia/article/view/7092/5217' target='_blank'>Oliveira, A. K. C. de, M. S. L. da Silva, C. C. E. S. E. S. Mendonça, G. B. Ferreira, V. C. Chaves, and D. J. Silva. 2007. Avaliação qual",-50.55509,0,0,7.817333221
47,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c3,190,N/A,Asia,China,37.585192,105.124609,2004,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Ecological,Physical Aquifer Management,"Zhou, J., K.-Q. Chen, P. Liang, and X. Su. 2014. Problems and application prospect of ASR technology in the underground reservoir construction of China  (in Chinese: ASR技术模式在我国地下水库工程建设应用中面临的问题与应用展望",105.124609 37.585192,0,0,-3.420000076
48,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c4,701,Jandakot,Oceania,Australia,-32.1038159,115.8747833,2000,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,no data,no data,"<a href='http://www.epa.wa.gov.au/sites/default/files/Referral_Documentation/Appendix%207%20Groundwater%20Replenishment%20Final%20Report.pdf' target='_blank'>Moscovis, V. 2013. Groundwater Replenishment Trial. Final Report. Water Corporation. 49,48. http",115.8747833 -32.1038159,0,0,135.9806671
49,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c5,430,Göttwitz,Europe,Germany,51.254,12.918,1976,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Lake water,Domestic,Water Quality Management,"Grischek, T., 2010. Impact of decreasing water demand on bank filtration in Saxony, Germany. Drinking Water Engineering and Science 3, p. 11-20-20.",12.918 51.254,51.254,12.918,489.3106689
50,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c6,537,Ossendrecht,Europe,Netherlands,51.395,4.333,2005,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Domestic,Water Quality Management,"Stuyfzand, P.J., Nienhuis, P., Antoniou, A., Zuurbier, K., 2012. Haalbaarheid van ondergrondse berging via A(S/T)R in Hollands kustduinen.",4.333 51.395,51.395,4.333,477.6199951
51,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c7,656,Summer Rd.,Oceania,Australia,-34.7473,138.581709,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,no data,Ecological Benefits,<a href='http://swharvesting.waterdata.com.au/Pages/Scheme.aspx?id=1&catchmentid=1' target='_blank'>Government of South Australia. 2015. Summer Road. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata.,138.581709 -34.7473,0,0,
52,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c8,1101,College Heights Basins,North America,USA,34.10363,-117.696148,2005,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,no data,no data,"<a href='http://www.nwri-usa.org/pdfs/WildermuthPresentationfinal.pdf' target='_blank'>Wildermuth, M., W. Wang, K. Manning, and B. Pak. 2011. Optimization of Supplemental Water Recharge Location and Magnitude to Balance Recharge and Discharge in the Chin",-117.696148 34.10363,0,0,59.77133179
53,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18c9,15,Ana Catchment 2,Africa,Kenia,-1.37143,37.98888,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Domestic,Maximize Natural Storage,"<a href='https://www.samsamwater.com/library/Gijsbertsen_2007_-_A_study_to_upscaling_of_the_principle_and_sediment_transport_processes_behind_sand_storage_dams_Kitui_District_Kenya.pdf' target='_blank'>Gijsbertsen, C. 2007. A Study to up-Scaling of the P",37.98888 -1.37143,-1.37143,37.98888,75.82333374
54,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18ca,50,Nabeul-Hammamet,Africa,Tunisia,36.4,10.6167,1986,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,no data,Water Quality Management,"<a href='http://www.swim-sustain-water.net/fileadmin/resources/conf-_presentations/Tunisian_Experience_in_Artificial_Recharge_using_Treated_Waste_Water.pdf' target='_blank'>Chaieb, H. 2014. Tunisian Experience in Artificial Recharge Using Treated Waste W",10.6167 36.4,36.4,10.6167,
55,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18cb,611,Grevie,Europe,Sweden,55.605,13.006,1901,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Lake water,Domestic,Management of Water Distribution Systems,"Bowen, H., 1986. Groundwater. Elsevier applied Science Publishers.",13.006 55.605,55.605,13.006,
56,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18cc,468,Schierstein,Europe,Germany,50.04,8.19,1961,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",8.19 50.04,50.04,8.19,346.6159973
57,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18cd,617,Rheintal Grundwasserstrom,Europe,Switzerland,47.5303,7.691765,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",7.691765 47.5303,47.5303,7.691765,583.7360229
58,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18ce,1097,Bear Canyon Recharge Demonstration Project,North America,USA,35.138383,-106.557539,-9999,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,no data,Maximize Natural Storage,"<a href='http://www.nwri-usa.org/pdfs/MoorePresentationFinal.pdf' target='_blank'>Moore, S. J., and D. B. Stephens. 2011. Managed Aquifer Recharge in the Middle Rio Grande Basin, New Mexico. Presentation presented at the Managed Aquifer Recharge Symposiu",-106.557539 35.138383,0,0,36.39799881
59,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18cf,626,Horton Kirby,Europe,United Kingdom,51.39471,0.243673,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Domestic,Maximize Natural Storage,"Jones, M., 2013. Managed Aquifer Recharge - Experience from current & planned UK water supply operations. Thames Water.",0.243673 51.39471,51.39471,0.243673,
60,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d0,312,Yokatsu,Asia,Japan,26.325779,127.885021,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Groundwater,Agricultural,Physical Aquifer Management,"<a href='https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en' target='_blank'>Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>",127.885021 26.325779,0,0,
61,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d1,279,Yavne-1,Asia,Israel,31.893417,34.723755,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Agricultural,Water Quality Management,"<a href='http://www.gsi.gov.il/_uploads/ftp/GsiReport/2009/Goren-Orly-GSI-12-2009.pdf' target='_blank'>Goren, O. 2009. Geochemical Evolution and Manganese Mobilization in Organic Enriched Water Recharging Calcareous-Sandstone Aquifier; Clues from the Sha",34.723755 31.893417,31.893417,34.723755,173.6186676
62,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d2,100,Yufuhe,Asia,China,36.645926,116.862777,2002,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Ecological,Physical Aquifer Management,"Zhang, Y.-B. 2005. Research on Artificial Recharge of Jinan City, the protection of springs (in Chinese: 济南市人工回灌补源保护泉水的研究). Master thesis, Nanjing, China: Hohai University.",116.862777 36.645926,0,0,153.3359985
63,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d3,1047,Lee County WTP (LC),North America,USA,26.719166,-81.6811111,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Tap water,no data,Maximize Natural Storage,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-81.6811111 26.719166,26.719166,-81.6811111,413.2106628
64,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d4,431,Guntersblum,Europe,Germany,49.795,8.355,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",8.355 49.795,49.795,8.355,346.6159973
65,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d5,58,Campo de pozos de La Bomba de Limón,South America,Costa Rica,9.135663889,-83.06382778,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Management of Water Distribution Systems,"Arias Salguero, M., M. Losilla Penón, and S. Arredondo Li. 2006. State of the art of groundwater in Costa Rica (in Spanish: Estado del conocimiento del agua subterránea en Costa Rica). Boletín Geológico y Minero 117 (1): 63–73.",-83.0638277777777 9.13566388888888,9.135663889,-83.06382778,2027.904663
66,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d6,905,Caloosahatchee River ASR (CRASR),North America,USA,26.711697,-81.557011,2000,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,<a href='http://www.saj.usace.army.mil/Portals/44/docs/Environmental/ASR%20Regional%20Study/ASR%20Regional%20Study%20TDR_1Oct2014_web.pdf' target='_blank'>Draft Technical Data Report -  Aquifer Storage and Recovery Regional Study- October 2014. 2014. Com,-81.557011 26.711697,26.711697,-81.557011,413.2106628
67,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_18d7,583,Cornella,Europe,Spain,41.35,2.05,1969,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Tap water,Domestic,Maximize Natural Storage,"Diaz, J.M.M., de la Orden Gomez, J.A., Geta, J.A.L., Campos, J.C.R., Gonzalez-Ramon, A., Machuca, M.M., 2002. Lessons from groundwater recharge projects in Spain in: Dillon, P. (Ed.), International symposium on artificial recharge of gro",2.05 41.35,41.35,2.05,
