FID,id,site_name,continent,country,latitude,longitude,year_operation_start,year_shut_down,main_mar_type,specific_mar_type,link_to_documents,influent_source,final_use,main_objective,reference_author_year,wgs84
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a73,1331,Makauri Aquifer Managed Aquifer Recharge Trial,Oceania,New Zealand,-38.61044,177.9196,2017,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Agricultural,Physical Aquifer Management,<a href='http://www.gdc.govt.nz/videos-on-mar-project/' target='_blank'>http://www.gdc.govt.nz/videos-on-mar-project/</a>,177.9196 -38.61044
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a74,385,Blagnac,Europe,France,43.63602113,1.389836355,1974,2003,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Environmental,Physical Aquifer Management,"<a href='http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf' target='_blank'>Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-61821-FR. 99 p., 16 ill., 18 ann.</a>",1.38983635472839 43.6360211277966
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a75,456,Schmarsow,Europe,Germany,53.47,13.929,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,Personal communication,13.929 53.47
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a76,381,Jäniksenlinna,Europe,Finland,60.49,24.965,1979,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Lake water,Domestic,Water Quality Management,"Kortelainen, N.M., Karhu, J.A., 2006. Tracing the decomposition of dissolved organic carbon in artificial groundwater recharge using carbon isotope ratios. Applied Geochemistry 21, 547-562.",24.965 60.49
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a77,382,Rusutjärvi,Europe,Finland,60.433,24.982,1997,-9999,Spreading Methods,Excess Irrigation,<a href='https://inowas.com/mar-methods/excess-irrigation/' target='_blank'>Excess irrigation</a>,Lake water,Domestic,Water Quality Management,"Kolehmainen, R.E., Langwaldt, J.H., Puhakka, J.A., 2007. Natural organic matter (NOM) removal and structural changes in the bacterial community during artificial groundwater recharge with humic lake water. Water research 41, 2715-2725.",24.982 60.433
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a78,405,Tiefwerder,Europe,Germany,52.52,13.22,1916,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,no data,"<a href='https://www.berlin.de/senuvk/umwelt/wasser/download/wvk2040.pdf' target='_blank'>Möller, K., Burgschweiger, J., 2008. Wasserversorgungskonzept für Berlin  und für das von den BWB versorgte Umland (Entwicklung bis 2040) Berlin.</a>",13.22 52.52
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a79,717,Warruwi,Oceania,Australia,-11.662803,133.377581,2002,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Domestic,Maximize Natural Storage,"Haworth, D. 2014. Warruwi ASR Project Review. 1351-14-NAM. AGT Report. Australian Groundwater Technologies Pty Ltd.",133.377581 -11.662803
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7a,903,Seminole-Brighton,North America,USA,27.078492,-81.118072,-9999,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,no data,no data,no data,<a href='http://141.232.10.32/pm/projects/project_docs/pdp_asr_combined/052808_asr_report/052808_asr_ch2_asr_eis_main_body_final.pdf' target='_blank'>Final Aquifer Storage and Recovery Pilot Project Technical Data Report - Kissimmee River ASR System - Hillsboro ASR System. 2013. South Florida Water Management District. http://141.232.10.32/pm/projects/project_docs/pdp_asr_combined/052808_asr_report/052808_asr_ch2_asr_eis_main_body_final.pdf</a>,-81.118072 27.078492
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7b,376,Riku,Europe,Finland,61.464,24.072,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,no data,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",24.072 61.464
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7c,145,Wohushan Reservoir,Asia,China,36.490536,116.960339,2001,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Ecological,Physical Aquifer Management,"Zhang, W.-J. 2006. Research of the recharge problem in Jinan (in Chinese: 济南泉域回灌补源问题研究). Master thesis, Jinan, China: Jinan University.",116.960339 36.490536
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7d,750,Achiras del Gato,South America,Argentina,-31.4062,-64.1803,2007,-9999,Rainwater and Run-off Harvesting,Barriers and Bunds,<a href='https://inowas.com/mar-methods/barriers-and-bunds/' target='_blank'>Barriers and bunds</a>,River water,Ecological,Management of Water Distribution Systems,no data,-95.5865
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7e,1143,Oakes - Large Recharge Test Basin,North America,USA,46.126103,-98.094266,1986,1987,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Agricultural,no data,"<a href='https://pubs.usgs.gov/wri/1989/4122/report.pdf' target='_blank'>Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Report. Bismarck, North Dakota: U.S. Geological Survey. http://pubs.er.usgs.gov/publication/wri894122</a>",-98.094266 46.126103
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a7f,604,Eksjö,Europe,Sweden,57.66,14.995,1916,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Lake water,Domestic,Water Quality Management,"Bowen, H., 1986. Groundwater. Elsevier applied Science Publishers.",14.995 57.66
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a80,576,Samorin,Europe,Slovakia,48.03218,17.31445,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Maximize Natural Storage,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",17.31445 48.03218
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a81,5,Abu Rawash,Africa,Egypt,29.677871,31.236138,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,no data,Water Quality Management,"Arabi, N. E. 2011. Artificial Recharge in Egypt Extending the Practice to Soil Aquifer Treatment (SAT). Conference talk presented at the Second Arab Water Forum, November, Cairo, Egypt.",31.236138 29.677871
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a82,1142,Oakes – recharge test 1 & 2,North America,USA,46.126103,-98.094266,1986,1987,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Agricultural,no data,"<a href='https://pubs.usgs.gov/wri/1989/4122/report.pdf' target='_blank'>Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Report. Bismarck, North Dakota: U.S. Geological Survey. http://pubs.er.usgs.gov/publication/wri894122</a>",-98.094266 46.126103
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a83,163,HuaiHai Lu DongDuan,Asia,China,31.224633,121.479031,2009,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Ecological,Physical Aquifer Management,"Qu, C.-S., J.-S. Wang, Y.-M. Zhu, and Y. Huang. 2012. Analysis and calculation of subsidence of foundation engineering based on shallow groundwater injection (in Chinese: 基于浅层地下水回灌的基坑工程沉降防治分析与计算). Hydrogeology and Engineering Geology 39 (6): 62–66. doi:1000-3665(2012)06-0062-05.",121.479031 31.224633
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a84,37,Hermanus,Africa,South Africa,-34.418697,19.234465,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Storm water,Domestic,Maximize Natural Storage,"<a href='http://www.artificialrecharge.co.za/casestudies/Activity_No_36Report_26_RM_161210_low%20res.pdf' target='_blank'>Murray, R., and P. Ravenscroft. 2010. Potential Artificial Recharge Schemes: Planning for Implementation. Pretoria, South Africa: Department of Water Affairs. http://www.artificialrecharge.co.za/casestudies/Activity_No_36Report_26_RM_161210_low%20res.pdf.</a>",19.234465 -34.418697
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a85,631,North London Artificial Recharge Scheme (NLARS),Europe,United Kingdom,51.670883,-0.398229,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Tap water,Domestic,Physical Aquifer Management,"Harris, S.J., Adams, M.J., Jones, M.A., 2005. NLARS: Evolution of an artificial recharge scheme, ISMAR5, Berlin.",-0.398229 51.670883
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a86,784,Fazenda Rompe,South America,Brasil,-11.46667,-40.2333,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://www.aba-agroecologia.org.br/revistas/index.php/rbagroecologia/article/view/7154' target='_blank'>Ferreira, G. B., C. E. S. Mendonça, V. C. Chaves, C. A. T. Gava, M. S. L. da Silva, and V. G. Petrere. 2007. Barragem Subterrânea: uma alternativa sustentável para a agricultura familiar no semi-árido brasileiro. Revista Brasileira De Agroecologia 2 (2). http://www.aba-agroecologia.org.br/revistas/index.php/rbagroecologia/article/view/7154</a>",-51.69997
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a87,441,Neckaraue,Europe,Germany,48.693,9.118,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),no data,Domestic,no data,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",9.118 48.693
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a88,513,Leiduin IP1-2,Europe,Netherlands,52,5,1998,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Domestic,Water Quality Management,"Stuyfzand, P.J., Nienhuis, P., Antoniou, A., Zuurbier, K., 2012. Haalbaarheid van ondergrondse berging via A(S/T)R in Hollands kustduinen.",5 52
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a89,136,"Bayizhen,",Asia,China,41.618709,123.297754,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Domestic,Maximize Natural Storage,"Su, D., G. Liu, and T. Shong. 1996. A discussion on groundwater back- pour in Shenyang areas (in Chinese: 沈阳地区人工回灌地下水的几点探讨). Journal of Shenyang Agricultural University 12 (52-54): 3.",123.297754 41.618709
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8a,709,Caddadup WWTP,Oceania,Australia,-32.616839,115.631538,2005,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Domestic,Ecological Benefits,"<a href='http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf' target='_blank'>Smith, A. J., and D. W. Pollock. 2010. Artificial Recharge Potential of the Perth Region Superficial Aquifer: Lake Preston to Moore River. Water for a Healthy Country Flagship Report. Commonwealth Scientific and Industrial Research Organisation (CSIRO). http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf</a>",115.631538 -32.616839
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8b,97,Guangrao Xian,Asia,China,37.034389,118.435146,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Domestic,Physical Aquifer Management,"Liu, G., C.-X. Ma, B.-X. Zhang, and J.-K. Li. 2004. Groundwater recharge mode and demonstration (in Chinese: 地下水回灌补源模式研究与示范). Water Resources and Hydropower Engineering 35 (2): 57–59.",118.435146 37.034389
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8c,935,Sayreville Ponds 1 & 2,North America,USA,40.437961,-74.335887,1973,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Domestic,Physical Aquifer Management,"Pucci, A. A. 1994. Artificial Recharge and Ground-Water Resources Evaluation Repults, Northern Coastal Plain of New Jersey. In Proceedings of the Focus Conference on Eastern Regional Ground Water, 489–504. Burlington, Vermont: NGWA. info.ngwa.org/GWOL/pdf/940161611.PDF.",-74.335887 40.437961
globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8d,1150,Louisville Riverbank Filtration,North America,USA,38.35937,-85.62856,1999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,no data,no data,"<a href='www.soulstatic.com/NATORBF/papers/hubbs/hubbscasehistory.pdf' target='_blank'>Hubbs, S., and T. Caldwell. 2004. Clogging in Louisville presented at the NATO Advanced Research Workshop - Riverbank Filtration Hydrology: Impacts on System Capacity and Water Quality, Samorin-Cilistov, Slovakia Republic. www.soulstatic.com/NATORBF/papers/hubbs/hubbscasehistory.pdf</a>",-85.62856 38.35937
